Título,Comuna,Metros Cuadrados,Dormitorios,Baños,Estacionamientos,Precio_CLP,Metros_Imputados
Liraestupendohomestudiorebajado!!!,Santiago,24.0,1.0,1.0,0.0,250000.0,False
DEPARTAMENTO(OHT)MetroParqueBustamante,Santiago,57.0,2.0,2.0,0.0,525000.0,False
Searriendadepartamentoestudiocone+b,Macul,30.0,1.0,1.0,1.0,450000.0,False
ARRIENDODEPARTAMENTO1DORMITORIOSANTIAGO(98579),Santiago,35.0,1.0,1.0,0.0,320000.0,True
"ARRIENDODEPTOAMOBLADO2D1B,SANPABLO1391",Santiago,47.0,2.0,1.0,0.0,500000.0,False
Depto.InteriorMaipu(NoEdificio),Maipú,38.0,2.0,1.0,1.0,320000.0,False
DepartamentoDISPONIBLECESTACIONAMIENTOSanMiguel,SanMiguel,32.0,1.0,1.0,0.0,340000.0,False
SeArriendaDepartamentoAmoblado,LaCisterna,36.0,1.0,1.0,0.0,310000.0,False
3Dor+2Baños+EST+BodMetroLoVial(99270),SanMiguel,65.0,3.0,2.0,1.0,630000.0,True
"Arriendo,DEPARTAMENTO,EstaciónCentral.1D/1B",EstaciónCentral,35.0,1.0,1.0,1.0,250000.0,False
ARRIENDODEPTO2D2BMETRORODRIGODEARAYA(96333),SanJoaquín,52.0,2.0,2.0,1.0,480000.0,True
ARRIENDOIMPECABLEDEPTOENSANMIGUEL1D1B37M2,SanMiguel,37.0,1.0,1.0,0.0,280000.0,False
GRANUBICACIONPROXIMOMPLAZAEGAÑA3DORESTBOD,Ñuñoa,80.0,3.0,2.0,1.0,850000.0,False
AMPLIOCOMODODPSANTALUCIA/AGUSTINAS3DOR2,Santiago,83.0,3.0,2.0,0.0,800000.0,False
LuminosoDptode2d/2b/1evistasdespejadas(89508),LaFlorida,52.0,2.0,2.0,1.0,520000.0,True
ACOGEDORDEPARTAMENTOENTRADICIONALSECTORDESTGO,Santiago,35.0,1.0,1.0,1.0,320000.0,False
ARRIENDODEPARTAMENTO1HAB1BASANTIAGO,Santiago,36.0,1.0,1.0,0.0,390000.0,False
DepartamentoArriendoRosas1339Sant(78501),Santiago,52.0,2.0,1.0,1.0,500000.0,True
Departamento1Dormitorio1bañocomunaSantiago,Santiago,31.0,1.0,1.0,0.0,280000.0,False
DEPARTAMENTO2D1BEstac/bodega-EstaciónCentral,EstaciónCentral,52.0,2.0,1.0,1.0,330000.0,True
"Departamentodeundormitorio,unbaño",EstaciónCentral,32.0,1.0,1.0,0.0,280000.0,False
Dep3Dormitorios2bañosmasbodega,Independencia,70.0,3.0,2.0,0.0,470000.0,False
DepartamentoARRIENDODEPARTAMENTO1DORM.ENSANTIAGOSECTORSANDIEGO,Santiago,25.0,1.0,1.0,0.0,280000.0,False
DepartamentoVICUÑAMACKENNAESQ.MILLALONGO,LaFlorida,32.0,1.0,1.0,0.0,370000.0,False
DPTO1DORMENSUITECONTERRAZAMUYAMPLIA12m2,Santiago,42.0,1.0,1.0,0.0,313472.0,False
DepartamentoJOSEDOMINGOCAÑAS,Ñuñoa,47.0,1.0,1.0,0.0,505000.0,False
DEPARTAMENTORaulLabbe//ElRadal//Mampato,LoBarnechea,80.0,2.0,2.0,0.0,1100000.0,False
DepartamentoKENNEDYLATERAL/GERONIMODEALDERETE/LASCONDES,LasCondes,100.0,3.0,3.0,0.0,1350000.0,False
Departamento1DormitorioSantiagoCentro,Santiago,38.0,1.0,1.0,0.0,250000.0,False
Ampliodeptos.reciénremodeladosIndependencia,Independencia,75.0,3.0,2.0,1.0,550000.0,False
"¡OPORTUNIDAD!Depto2D+1B+1E,VicuñaMackennaMetroCarlosValdovinos",SanJoaquín,52.0,2.0,1.0,1.0,400000.0,True
DepartamentoSantiagoCentro,Santiago,38.0,1.0,1.0,0.0,310000.0,False
"Depto.DosDormitorios,EstacionamientoYBodegaSanMiguel",SanMiguel,47.0,2.0,1.0,1.0,340000.0,False
DEPARTAMENTOedificioloscanelos,Conchalí,63.0,3.0,2.0,0.0,500000.0,False
"¡Departamentoenarriendo!3H,2B.",Santiago,65.0,3.0,2.0,0.0,500000.0,True
DepartamentoenSiria,Macul,73.0,2.0,2.0,1.0,500000.0,False
DEPARTAMENTODomeyko,Santiago,37.0,1.0,1.0,0.0,400000.0,False
DEPARTAMENTOSantaRosa265,Santiago,34.0,1.0,1.0,0.0,330000.0,False
"Arriendodpto3d-2b,décimaavenida1180",SanMiguel,65.0,3.0,2.0,1.0,490000.0,False
DepartamentoCERCANOAMETROGRUTADELOURDES,QuintaNormal,59.0,2.0,2.0,0.0,490000.0,False
BellodepartamentoAmueblado,Santiago,24.0,1.0,1.0,0.0,352656.0,False
ArriendodedepartamentoenLaFlorida,LaFlorida,60.0,2.0,1.0,1.0,480000.0,False
ELMOLINODisponibilidadinmediata-lindavista-,Independencia,50.0,3.0,1.0,0.0,300000.0,False
"Departamentoensanmartinconrosas,2hab/1baño",Santiago,47.0,2.0,1.0,0.0,380000.0,False
Departamento100DISPONIBLERodrigodeArayaMacul,Macul,83.0,3.0,2.0,0.0,626944.0,False
DepartamentoARRIENDOCOQUIMBO13312D1BSantiago,Santiago,44.0,2.0,1.0,0.0,340000.0,False
DepartamentoDEPARTAMENTOENARRIENDODE1DORM.ENSANTIAGO,Santiago,32.0,1.0,1.0,0.0,369644.0,False
DepartamentoALTOMACUL-COLEGIOBOSTON-SANTASOFIA,LaFlorida,90.0,3.0,2.0,0.0,890000.0,False
DepartamentoenCarlosPezoaVéliz,EstaciónCentral,72.0,3.0,2.0,1.0,450000.0,False
DubléAlmeyda/MetroÑuñoa,Ñuñoa,77.0,2.0,2.0,1.0,690000.0,False
AUNACUADRADECALLEMAPOCHO,Santiago,30.0,1.0,1.0,0.0,280000.0,False
ARRIENDO1DORMITORIO+ESTACIONAMIENTOYBODEGA,SanMiguel,35.0,1.0,1.0,1.0,340000.0,False
DepartamentoenGeneralGana,Santiago,33.0,1.0,1.0,0.0,145000.0,False
"Departamentoamoblado,incluyeestacionamiento",Santiago,30.0,1.0,1.0,1.0,380000.0,False
"SearriendadepartamentoenPudahuel,LosMares/LaEstrella",Maipú,75.0,3.0,1.0,0.0,425000.0,False
DepartamentoenGamero,Independencia,32.0,1.0,1.0,0.0,320000.0,False
ArriendoDepartamentoArturoPratSantiagoCentro,Santiago,35.0,1.0,1.0,0.0,410000.0,False
ARRIENDOCOMODODEPARTAMENTO1habitacion1bañoconEstacionamiento2cuadrasdePlazaÑuñoa,Ñuñoa,45.0,1.0,1.0,0.0,550000.0,False
DepartamentoenAvenidaEscuelaAgrícola,Macul,40.0,2.0,1.0,1.0,450000.0,False
SeArrienda.ExcelenteBarrioEnPlenoLlanoSube,SanMiguel,100.0,3.0,2.0,1.0,600000.0,False
ARRIENDODEPTONUEVODE2D2BMASESTACIONAMIENTOYBODEGAENÑUÑOA,Ñuñoa,60.0,2.0,2.0,1.0,530000.0,False
BelloHorizonte3D,LasCondes,65.0,3.0,2.0,2.0,1450000.0,True
EXCELENTEDEPARTAMENTO,Maipú,160.0,4.0,1.0,1.0,350000.0,True
3habitaciones/2bñ/Estacionamiento(30615),LaCisterna,65.0,3.0,2.0,1.0,550000.0,True
DEPARTAMENTO50%Dscto1mesCanon2D+2BE+BHolandaÑuñoa,Ñuñoa,70.0,2.0,2.0,0.0,705312.0,False
DepartamentoDEPARTAMENTOENARRIENDOENESTACIÓNCENTRAL,EstaciónCentral,38.0,1.0,1.0,0.0,200000.0,False
DepartamentoDEPARTAMENTOENARRIENDOENESTACIÓNCENTRAL,EstaciónCentral,32.0,1.0,1.0,0.0,200000.0,False
DepartamentoCLUBHIPICO/CONESTACIONAMINTO,Santiago,43.0,2.0,2.0,0.0,400000.0,False
DEPARTAMENTOPLFerrer,Ñuñoa,61.0,1.0,1.0,0.0,550000.0,False
"SEARRIENDAMODERNODEPTOENÑUÑOA,2BAÑOS+ESTYBOD",Ñuñoa,57.0,2.0,2.0,1.0,740000.0,False
"Departamento2dormitorios,estacionamientoybode",Independencia,40.0,2.0,1.0,1.0,450000.0,False
"FranciscoDePaula2024,",Ñuñoa,35.0,1.0,1.0,1.0,420000.0,True
ARRIENDODEPARTAMENTO1HAB1BALAFLORIDA,LaFlorida,42.0,1.0,1.0,0.0,350000.0,False
ARRIENDODEPARTAMENTO2D2BESTACIONAMIENTOSANTIAGO,Santiago,47.0,2.0,2.0,1.0,500000.0,False
HERMOSODEPARTAMENTOENVITACURA3DORMITORIOS3B1E1BO,Vitacura,140.0,3.0,3.0,1.0,1488992.0,False
DepartamentoDIAGONALPARAGUAY,Santiago,30.0,1.0,1.0,0.0,350000.0,False
DepartamentoMETROÑUBLE,Santiago,62.0,3.0,2.0,0.0,460000.0,False
"2D1B1EenM.CiudaddelNiño,SanMiguel",SanMiguel,50.0,2.0,1.0,1.0,420000.0,False
Searriendadepto1D+1B¡CercaaMetroCarlosValdovinos!,SanJoaquín,35.0,1.0,1.0,0.0,330000.0,True
APASOSDELMETROPARQUEALMAGRO,Santiago,48.0,2.0,1.0,1.0,390000.0,False
"DepartamentoEnArriendoZañartu1905,Ñuñoa",Ñuñoa,4131.0,1.0,1.0,0.0,400000.0,False
ARRIENDODEPTO2D2BSANBERNARDO,SanBernardo,57.0,2.0,2.0,1.0,570000.0,False
DEPARTAMENTONovenaAvenidaconPrimeraTransversal,SanMiguel,45.0,2.0,1.0,0.0,350000.0,False
DepartamentoenSantaPetronila,EstaciónCentral,30.0,1.0,1.0,0.0,330000.0,False
METROCALYCANTO,Santiago,30.0,1.0,1.0,0.0,295000.0,False
DEPTOENLACISTERNA2DORMITORIOS,LaCisterna,50.0,2.0,2.0,0.0,350000.0,False
DepartamentoenConcón,EstaciónCentral,39.0,2.0,1.0,0.0,290000.0,False
DepartamentoenPresidenteRiesco,LasCondes,314.0,4.0,4.0,3.0,3526560.0,False
SEARRIENDADPTOENCONCHALI,Conchalí,52.0,2.0,1.0,1.0,400000.0,True
SantaMaríaantiguo2D+servicio,Providencia,65.0,3.0,2.0,1.0,1250000.0,True
"DEPARTAMENTO2D+2BREBAJADO!!ESTILOMARIPOSA,FAM",Santiago,50.0,2.0,2.0,0.0,410000.0,False
"DPTON°2214,1D+1B,CALLECONDEDELMAULE,METRO",EstaciónCentral,28.0,1.0,1.0,0.0,230000.0,False
"DPTON°502,3D+2B+E+B,GENERALPRIETO,METROCALYCANTO",Independencia,60.0,3.0,2.0,1.0,420000.0,False
DepartamentoenAvenidaPresidenteBalmaceda,Santiago,33.0,1.0,1.0,0.0,250000.0,False
ArriendoDpto2d/1b-MetroEinsteinRecoleta,Recoleta,45.0,2.0,1.0,0.0,380000.0,False
ArriendoDepto2D2B1E1BDenplenaavIrarrazavalcomunadeÑuñoa,Ñuñoa,70.0,2.0,2.0,1.0,680000.0,False
"LoftfrentePlazaBrasil,2D+1B",Santiago,52.0,2.0,1.0,0.0,450000.0,True
ExclusivosectordePeñalolén(96708),Peñalolén,160.0,4.0,4.0,1.0,1400000.0,True
ArriendoEnSanMiguel2D2B(12111),SanMiguel,52.0,2.0,2.0,1.0,550000.0,True
CONESTACIONAMIENTO(96871),EstaciónCentral,35.0,1.0,1.0,1.0,370000.0,True
"Piso15OportunidadCumming1d,1b(97053)",Santiago,35.0,1.0,1.0,0.0,255000.0,True
CaminoOtoñal-LasCondes(90829),LasCondes,160.0,4.0,6.0,3.0,2977984.0,True
Depto1D/1Bo-Renovado(92689),QuintaNormal,35.0,1.0,1.0,0.0,240000.0,True
DEPARTAMENTOENSTGOCENTRO(89375),Santiago,35.0,1.0,1.0,0.0,300000.0,True
ArriendoMetroRepública(89542),Santiago,52.0,2.0,2.0,0.0,480000.0,True
"Luminosodpto.SanMiguel,cercadelmetro(82053)",SanMiguel,35.0,1.0,1.0,0.0,340000.0,True
DEPARTAMENTOHuerfanos/Amunategui,Santiago,45.0,1.0,1.0,0.0,295000.0,False
DEPARTAMENTOLuisBeltránconMons.Eyzaguirre,Ñuñoa,55.0,1.0,1.0,0.0,500000.0,False
"LindoycómododepartamentocercanoaPlazaVespucio,LaFlorida",LaFlorida,35.0,1.0,1.0,2.0,370000.0,True
Zenteno/2habitaciones(11353),Santiago,52.0,2.0,1.0,0.0,290000.0,True
DEPARTAMENTOMillaray355,LaFlorida,65.0,2.0,2.0,0.0,560000.0,False
DepartamentoenSeminario,Ñuñoa,35.0,1.0,1.0,0.0,480000.0,False
DepartamentoDEPTOAMOBLADOMETROTOBALABA,Providencia,80.0,2.0,2.0,0.0,790000.0,False
Hermosodepartamentoenarriendo2d2b2e1b,Ñuñoa,120.0,2.0,2.0,2.0,1057968.0,False
DEPARTAMENTOMetroEcuador,EstaciónCentral,33.0,1.0,1.0,0.0,274288.0,False
Cómododepartamentopiso18(99141),Santiago,35.0,1.0,1.0,1.0,330000.0,True
DEPTO1DORMITORIO,Santiago,30.0,1.0,1.0,0.0,350000.0,False
DepartamentoenAvenidaDepartamental,SanMiguel,34.0,1.0,1.0,0.0,300000.0,False
¡OPORTUNIDAD!-SantosDumont/AvenidaPerú-cerroSanCristóbal(c/Estacionamiento).,Recoleta,65.0,3.0,2.0,1.0,440000.0,True
"DPTON°3013,1D+1B,CALLECONDEDELMAULE,METRO",EstaciónCentral,28.0,1.0,1.0,0.0,230000.0,False
SeArriendadepartamentoprimerpisoconpatio,LaFlorida,90.0,3.0,2.0,1.0,540000.0,False
DepartamentoenAvEcuador3866,EstaciónCentral,52.0,2.0,1.0,1.0,180000.0,True
DepartamentoNuevoenCoronelGodoy149,EstaciónCentral,52.0,2.0,2.0,0.0,350000.0,True
"$385000depto3D,1B,Vistacordillera",Santiago,60.0,3.0,1.0,0.0,385000.0,False
luminosoamplio2d2bestacionamientobodega(96837),Santiago,52.0,2.0,2.0,1.0,500000.0,True
HERMOSODEPARTAMENTOENARRIENDOLAFLORIDA(93363),LaFlorida,52.0,2.0,2.0,10.0,600000.0,True
DepartamentoSantiagocategoríaHotel(77988),Santiago,35.0,1.0,1.0,0.0,300000.0,True
DEPARTAMENTOVarasMena/SanJosé,SanMiguel,34.0,1.0,1.0,0.0,320000.0,False
DEPARTAMENTODiagonalVicuñaMackenna2004,Santiago,30.0,1.0,1.0,0.0,330000.0,False
ArriendoDepartamento-ParqueOhiggins(98626),Santiago,35.0,1.0,1.0,0.0,250000.0,True
Modernoyfuncionaldepartamentoenmariposa.(97368),Ñuñoa,52.0,2.0,2.0,1.0,979600.0,True
DEPARTAMENTOGerónimoDeAlderete1800,LaFlorida,77.0,3.0,2.0,0.0,640000.0,False
DEPARTAMENTOGerónimoDeAlderete1800,LaFlorida,77.0,3.0,2.0,0.0,620000.0,False
Departamento3D/2B+1EST/1BOD-MetroDepartamental,SanMiguel,65.0,3.0,2.0,1.0,500000.0,True
SANTODOMINGO/SANMARTIN,Santiago,40.0,1.0,1.0,0.0,300000.0,False
"Depto1d,1b,34m2Amoblado",LaCisterna,35.0,1.0,1.0,0.0,350000.0,True
DEPARTAMENTORodrigodeArayaconPedrodeValdivis,Ñuñoa,50.0,2.0,1.0,0.0,530000.0,False
DepartamentoDP2D1EST/LOOVALLE/AV.MARIA/LACISTERNA,LaCisterna,43.0,2.0,1.0,0.0,380000.0,False
DEPARTAMENTOVicuñaMackenna1796,Ñuñoa,47.0,2.0,1.0,0.0,500000.0,False
DEPARTAMENTONicasioRetamales048,EstaciónCentral,35.0,1.0,1.0,0.0,270000.0,True
DEPARTAMENTOCONSTANTINO54,EstaciónCentral,52.0,2.0,2.0,0.0,350000.0,True
DEPARTAMENTOGranAvenida,LaCisterna,40.0,2.0,1.0,0.0,330000.0,False
DEPARTAMENTOmetroMoneda,Santiago,42.0,1.0,1.0,0.0,300000.0,False
DepartamentoEstudioEstacionCentral(99352),EstaciónCentral,35.0,1.0,1.0,0.0,250000.0,True
ArriendoDeptoSaradelCampo/MetroSantaLucía,Santiago,30.0,1.0,1.0,0.0,313472.0,False
Arriendodepto.C/SinmueblesmetroStaAna,Santiago,30.0,1.0,1.0,0.0,290000.0,False
Depto2d+1b,Santiago,45.0,2.0,1.0,0.0,340000.0,False
DepartamentoCONSTANTINOCONECUADOR,EstaciónCentral,54.0,2.0,2.0,0.0,330000.0,False
DEPARTAMENTOmorande,Santiago,47.0,2.0,2.0,0.0,450000.0,False
Departamento1dormitorioa2cuadrasMetroMatta,Santiago,34.0,1.0,1.0,0.0,270000.0,False
departamentoundormitoriocarmen616,Santiago,35.0,1.0,1.0,0.0,280000.0,True
Bellavista/Loreto/MetroBellasArtes,Recoleta,33.0,1.0,1.0,0.0,310000.0,False
DepartamentoenAvenidaInglaterra,Independencia,45.0,2.0,1.0,0.0,380000.0,False
SantiagoConcha1148-Avda.Matta.50%ELPRIMERMES,Santiago,28.0,1.0,1.0,0.0,240000.0,False
DepartamentoenCentenario,Santiago,37.0,1.0,1.0,0.0,330000.0,False
DepartamentoenCarrión,Independencia,50.0,2.0,2.0,1.0,550000.0,False
"2Dormitorios1Baño,estacionamientoybodegacercanoaMetroRondizzoni",Santiago,41.0,2.0,1.0,1.0,390000.0,False
Marathon-G,Macul,65.0,3.0,2.0,1.0,600000.0,True
CondominioVillasana,QuintaNormal,65.0,3.0,1.0,0.0,380000.0,True
"Arriendo1Dormitorio,Chiloé1221,Santiago",Santiago,38.0,1.0,1.0,1.0,320000.0,False
SEARRIENDAHOMESTUDIO//SANTIAGO(91542),Santiago,35.0,1.0,1.0,0.0,235000.0,True
ArriendodepartamentoenSanMiguel(95064),SanMiguel,52.0,2.0,1.0,0.0,300000.0,True
EXCELENTE!2DORM/1BAÑO/ESTACIO.YBODEGA(92218),LaFlorida,52.0,2.0,1.0,1.0,431024.0,True
DepartamentoenAvenidaEscuelaAgrícola,Macul,27.0,1.0,1.0,0.0,355000.0,False
ArriendoDepto.apasosdeMetroLaCisterna(97627),LaCisterna,52.0,2.0,1.0,0.0,420000.0,True
"DEPARTAMENTOBelisarioPrats1850,Independencia",Independencia,82.0,1.0,1.0,0.0,340000.0,False
DEPARTAMENTOAvperu,Recoleta,75.0,2.0,2.0,0.0,430000.0,False
DEPARTAMENTOAv.AméricoVespucio/Av.Eldescanso,Maipú,95.0,2.0,2.0,0.0,520000.0,False
DEPARTAMENTOMetroFranklin,SanMiguel,57.0,2.0,2.0,0.0,460000.0,False
"¡OfertaArriendoQuintaNormal!2D1B-CalleRadal,MetroBlanqueado",QuintaNormal,52.0,2.0,1.0,0.0,349999.0,True
DEPARTAMENTOLOOVALLE,SanMiguel,51.0,3.0,1.0,0.0,390000.0,False
Departamentoenarriendoirarrazabalsantiago,Santiago,33.0,2.0,1.0,0.0,350000.0,False
"DEPARTAMENTOPrecioPromocional,Nuevo,Dpto2D2B.E+Bopcion.EliodoroYañezProvidencia",Providencia,68.0,2.0,2.0,0.0,820000.0,False
DEPARTAMENTOChiloe,SanMiguel,67.0,3.0,2.0,0.0,650000.0,False
"""acogedorestudioenelcorazóndesantiago""",Santiago,21.0,1.0,1.0,0.0,280000.0,False
DEPARTAMENTOUNIVERSIDADDESANTIAGO,EstaciónCentral,46.0,2.0,1.0,0.0,300000.0,False
"DEPARTAMENTOSEARRIENDAAMPLIODEPARTAMENTOAMOBLADO4DORMITORIOS3BAÑOS2ESTACIONAMIENTOSCONEXCELENTECONECTIVIDADYACCESOMUYCERCADELPORTALLADEHESA,COMUNALOBARNECHEA",LoBarnechea,172.0,4.0,3.0,0.0,3134720.0,False
DEPARTAMENTOMetroCristóbalColon,Providencia,113.0,3.0,2.0,0.0,1500000.0,False
DepartamentoARRIENDADEPARTAMENTO1D+1BAPASOSMETROECUADOR,Santiago,30.0,1.0,1.0,0.0,180000.0,False
"DEPARTAMENTOfuenzalidaUrrejola269,LaCisterna.",LaCisterna,33.0,1.0,1.0,0.0,318011.0,False
"DEPARTAMENTOfuenzalidaUrrejola269,LaCisterna.",LaCisterna,44.0,2.0,1.0,0.0,357050.0,False
DEPARTAMENTOesquinaJoséDomingoCañas,Ñuñoa,55.0,3.0,1.0,0.0,750000.0,False
DEPARTAMENTOVicuñaMackenna10811,LaFlorida,54.0,2.0,2.0,0.0,600000.0,False
"ENCANTADORDPTOESPACIOSO,LUMINOSOYCOMODODE1D",Santiago,37.0,1.0,1.0,0.0,300000.0,False
ArriendoDpto.CuartaAvenida1170-SanMiguelde,SanMiguel,39.0,2.0,1.0,1.0,420000.0,False
ARRIENDODEPARTAMENTOENMETROBELLASARTES,Santiago,36.0,1.0,1.0,0.0,270000.0,False
ARRIENDOFULLAMOBLADOENELCORAZÓNDESANTIAGO,Santiago,30.0,1.0,1.0,0.0,395000.0,False
"ARRIENDOFULLAMOBLADO,AMPLIOYLUMINOSO",Santiago,52.0,2.0,1.0,0.0,550000.0,False
"Mapocho4643,QuintaNormal,2habitaciones-1b",QuintaNormal,50.0,2.0,1.0,0.0,340000.0,False
DepartamentoIMPECABLEARRIENDODEPTO1D/1B,Santiago,38.0,1.0,1.0,0.0,310000.0,False
"DEPTO.EN2DOPISO3D,2B,1E-FRENTEAMALLARAU",Maipú,67.0,3.0,2.0,1.0,570000.0,False
DueñoArriendaAmobladoStudioMetroToescaFeb24,Santiago,24.0,1.0,1.0,0.0,290000.0,False
ARRIENDODepartamentoNUEVOTIPOESTUDIO,Santiago,30.0,1.0,1.0,0.0,280000.0,False
ArriendodedepartamentoenLaFlorida,LaFlorida,60.0,2.0,1.0,1.0,450000.0,False
AcogedoryAmplioDptoensectorElLlano1d+1b,Santiago,50.0,1.0,1.0,0.0,360000.0,False
"Departamento3Dorm.másservicios,2Estac.,LaGloria",LasCondes,65.0,3.0,2.0,2.0,1097152.0,True
DEPARTAMENTOPaulHarris-LoFontecilla-SanDamián-RM(Metropolitana),LasCondes,5000.0,4.0,4.0,0.0,3000000.0,False
"Cummingconterraza,piso8(97076)",Santiago,35.0,1.0,1.0,0.0,265000.0,True
ArriendodeDepartamentoLasCondes2D-2B-1E(94846),LasCondes,52.0,2.0,2.0,1.0,901232.0,True
DepartamentoSantiagoCentro(90304),Santiago,35.0,1.0,1.0,0.0,300000.0,True
MetroMatta(88472),Santiago,35.0,1.0,1.0,0.0,300000.0,True
ArriendoDepto.2D/1B+EstyBod-Santiago,Santiago,45.0,2.0,1.0,1.0,410000.0,False
DEPARTAMENTOAVLOOVALLE0926METROLOOVALLE,LaCisterna,50.0,2.0,1.0,0.0,340000.0,False
DEPARTAMENTOMaquehueSur//DelInca//Apumanque,LasCondes,70.0,2.0,2.0,0.0,1199000.0,False
DepartamentoLAGORIÑIHUE,LoPrado,35.0,1.0,1.0,0.0,330000.0,False
"""viveenpudahuel:modernodeptofamiliar""",Pudahuel,53.0,3.0,1.0,0.0,431024.0,False
DEPARTAMENTOMetroSantaIsabel,Santiago,43.0,1.0,1.0,0.0,300000.0,False
DEPARTAMENTOLosAdobes//PortalLaDehesa//LoBarnechea,LoBarnechea,60.0,1.0,1.0,0.0,783680.0,False
DEPARTAMENTOLosAdobes//PortalLaDehesa//LoBarnechea,LoBarnechea,65.0,1.0,1.0,0.0,901232.0,False
"DepartamentoAv.PadreHurtado9466,LaCisterna",LaCisterna,42.0,2.0,1.0,0.0,432000.0,False
DepartamentoAVENIDAESPAÑACONALAMEDA,Santiago,40.0,2.0,2.0,0.0,360000.0,False
DEPARTAMENTOCondedelMaule4470,EstaciónCentral,52.0,2.0,1.0,0.0,300000.0,True
DEPARTAMENTOGeneralMackenna1490,Santiago,35.0,1.0,1.0,0.0,150000.0,True
"DEPARTAMENTOThompson4225,EstaciónCentral.",EstaciónCentral,48.0,2.0,2.0,0.0,400000.0,False
"DEPARTAMENTOThompson4225,EstaciónCentral",EstaciónCentral,46.0,2.0,2.0,0.0,395000.0,False
"""dptomodernoenlaflorida:1d/1bconterraza""",LaFlorida,70.0,1.0,1.0,0.0,450000.0,False
"DEPARTAMENTOLordCochrane136,Santiago.MetroMoneda",Santiago,30.0,1.0,1.0,0.0,315000.0,False
"DEPARTAMENTOCalleVenecia1605,EdificioHaciendaCapital.HipodromoDechile.MetroPlazachacabuco",Independencia,44.0,2.0,1.0,0.0,330000.0,False
DEPARTAMENTOCalleToesca,Santiago,71.0,3.0,2.0,0.0,550000.0,False
DEPARTAMENTOLAmoneda,Santiago,75.0,3.0,2.0,0.0,500000.0,False
DEPARTAMENTOLORDCOCHRANE,Santiago,53.0,2.0,2.0,0.0,500000.0,False
DEPARTAMENTOZañartu980,Ñuñoa,49.0,2.0,2.0,0.0,515921.0,False
"DEPARTAMENTOSantoDomingo/MetroSantaAna,Santiago",Santiago,37.0,1.0,1.0,0.0,270000.0,False
DEPARTAMENTOAndrésBello/MetroManuelMontt/Providencia,Providencia,135.0,4.0,2.0,0.0,1488992.0,False
DEPARTAMENTOLagunadelapiramide,Huechuraba,132.0,3.0,2.0,0.0,1150000.0,False
DepartamentoDEPARTAMENTO2D+2BSTAISABEL/LIRA,Santiago,52.0,2.0,2.0,0.0,350000.0,False
BARRIOSAZIEDEPTO1DORMITORIO,Santiago,36.0,1.0,1.0,0.0,300000.0,False
"SEARRIEDALINDODPTOCON2B2D,ENCOMUNALAFLORIDA",LaFlorida,54.0,2.0,2.0,1.0,480000.0,False
Depto1d1bmetrotoescavistatorreentel,Santiago,45.0,1.0,1.0,0.0,390000.0,False
Arriendodepartamento2D2BSanMiguel,SanMiguel,62.0,2.0,2.0,0.0,510000.0,False
Departamentointeriorpeñalolenmujer,Peñalolén,30.0,1.0,1.0,0.0,300000.0,False
SEARRIENDADEPTONUEVO2D1BMASESTACIONAMIENTOCERCANOAMETROLOOVALLE,LaCisterna,48.0,2.0,1.0,1.0,380000.0,False
Depto2d/2bestacionamientoybodegaMacul(96554),Macul,52.0,2.0,2.0,1.0,550000.0,True
AltoLasCondesLasTranqueras4D3B2E1B(96104),LasCondes,160.0,4.0,3.0,2.0,2037568.0,True
Departamento2habitacionesyEstacionamiento(93155),LaFlorida,52.0,2.0,1.0,1.0,420000.0,True
PedroFontova(88587),Huechuraba,52.0,2.0,2.0,1.0,666128.0,True
DEPARTAMENTOAméricoVespucio4455,Macul,60.0,2.0,2.0,0.0,460000.0,False
DEPARTAMENTOUniversidadSantiagoMetroUsach,EstaciónCentral,45.0,2.0,1.0,0.0,300000.0,False
DEPARTAMENTOSantaIsabel/FrayCamiloHenriquez,Santiago,51.0,3.0,2.0,0.0,400000.0,False
Departamentoestilomariposa2D2B(93955),LaFlorida,52.0,2.0,2.0,1.0,500000.0,True
DEPARTAMENTOSanJosédelaSierra,LasCondes,89.0,2.0,2.0,0.0,1332256.0,False
"Ampliodeptoav.lascondes,líderpuentenuevo",LoBarnechea,47.0,1.0,1.0,1.0,744496.0,False
"Arriendoamoblado,vitacura,",Vitacura,174.0,4.0,4.0,2.0,2037568.0,False
DepartamentoDEPARTAMENTOENARRIENDODE3DORM.ENSANMIGUEL,SanMiguel,48.0,2.0,1.0,0.0,200000.0,False
ArriendoAmoblado-CerroColorado-ParqueAraucano,LasCondes,65.0,3.0,2.0,0.0,1600000.0,True
ArriendoAmobladoLasNieves-LasCondes,Vitacura,65.0,3.0,3.0,1.0,1600000.0,True
DEPARTAMENTOCALLEMONEDA/TUCAPELJIMENEZ,Santiago,28.0,1.0,1.0,0.0,300000.0,False
DEPARTAMENTOFrankfort,SanMiguel,55.0,3.0,2.0,0.0,440000.0,False
OportunidadLaFlorida,LaFlorida,77.0,3.0,2.0,1.0,800000.0,False
"DEPARTAMENTOARRIENDODIARIO,TEMPORADAALTA,IPANEMARIODEJANEIRO,BRASIL.",Santiago,52.0,2.0,2.0,0.0,200000.0,True
Excelentedepartamento-Amplio-Vendedueña,Santiago,73.0,2.0,2.0,0.0,470000.0,False
"ARRIENDOLINDODEPTO1DORMITORIO,METROPARQUEALMAGRO",Santiago,35.0,1.0,1.0,0.0,290000.0,False
