Título,Comuna,Metros Cuadrados,Dormitorios,Baños,Estacionamientos,Precio_CLP,Metros_Imputados
Bellodepto1D1B-FrayCamiloH.-MetroP.Bustamante,Santiago,35.0,1.0,1.0,0.0,350000.0,True
"CastilloUrizar,a10minutosdelMetro(83083)",Ñuñoa,35.0,1.0,1.0,1.0,450000.0,True
HERMOSODEPARTAMENTOVITACURA3DORMITORIOS2BAÑOS2EST1BO,Vitacura,110.0,3.0,2.0,2.0,1684912.0,False
DEPARTAMENTOArriendoDpto1DormitoriosAMOBLADO/Alameda/Maipu/Romero/MetroULA,Santiago,31.0,1.0,1.0,0.0,340000.0,False
DepartamentoenFroilánRoa,LaFlorida,33.0,1.0,1.0,0.0,380000.0,False
Departamentoaestrenar/plazalaalcaldesa,Providencia,112.0,3.0,2.0,2.0,1488992.0,False
DEPARTAMENTOSucre,Ñuñoa,60.0,2.0,2.0,0.0,700000.0,False
DEPARTAMENTOPuertodeCaldera,LasCondes,186.0,3.0,2.0,0.0,1920016.0,False
"SEARRIENDADEPTOPRIMERPISO,2D1B,MAIPU",Maipú,60.0,2.0,1.0,1.0,400000.0,False
HERMOSODEPARTAMENTOVITACURA3D3B2ESTMASSERVICIO,Vitacura,202.0,3.0,3.0,2.0,1880832.0,False
Dp.ModeloMariposa2d/2b/1EyBod.WalkerMartinez/Colombia,LaFlorida,66.0,2.0,2.0,1.0,600000.0,False
ArriendoDepto2Dormitoriosy1Baño(96050),EstaciónCentral,52.0,2.0,1.0,0.0,300000.0,True
ArriendoDeptoGastoComúnIncluido(70683),Santiago,52.0,2.0,1.0,0.0,400000.0,True
DEPARTAMENTOJoséMiguelLuisCerda,SanMiguel,51.0,2.0,2.0,0.0,410000.0,False
DEPARTAMENTOJoséMiguelCarrera,SanMiguel,55.0,2.0,2.0,0.0,450000.0,False
DEPARTAMENTODecimaAvenida/AvenidaLoOvalle,SanMiguel,32.0,1.0,1.0,0.0,295000.0,False
DEPARTAMENTOMetroElParrón,LaCisterna,35.0,1.0,1.0,0.0,290000.0,False
SEARRIENDADEPARTAMENTODE2D2BMASESTYBODENMACUL,Macul,50.0,2.0,2.0,1.0,510000.0,False
EstacionCentral(98483),EstaciónCentral,35.0,1.0,1.0,0.0,290000.0,True
"DEPARTAMENTOVicuñaMackennaOriente,MetroMirador",LaFlorida,38.0,1.0,1.0,0.0,300000.0,False
DEPARTAMENTOMarin.Santiago,Santiago,54.0,1.0,1.0,0.0,390000.0,False
DEPARTAMENTOModernodepartamentoencentroSocosconcomercioyteatro,LoBarnechea,85.0,2.0,2.0,0.0,1214704.0,False
DEPARTAMENTOPrincipedeGales/CarlosOssandon,LaReina,271.0,3.0,3.0,0.0,1500000.0,False
ArriendoexcelentedepartamentometrosantaIsabel,Santiago,48.0,1.0,1.0,0.0,440000.0,False
ARRIENDODEPTOSANTIAGO2D+1B+0EST+0BOD47M2MTSA,Santiago,47.0,2.0,1.0,0.0,350000.0,False
DepartamentoSANPABLOCONAMUNATEGUISantiago,Santiago,45.0,1.0,1.0,0.0,330000.0,False
Dptoamobladometrostalucia,Santiago,35.0,1.0,1.0,0.0,380000.0,True
MetroLaCisterna2dormitorios2bañoscocina,LaCisterna,54.0,2.0,2.0,0.0,400000.0,False
PUDETO6579METROMIRADOR-GARANTÍAEN3CUOTAS,LaFlorida,48.0,2.0,1.0,0.0,380000.0,False
DepartamentoPARQUEJUANPABLOII,LasCondes,106.0,3.0,2.0,0.0,1097152.0,False
Arriendo2d/2b/67m2depatio/directoconeldueñ,LaFlorida,115.0,2.0,2.0,1.0,700000.0,False
"Estacióncentral,CoronelSouper4060,",EstaciónCentral,36.0,1.0,1.0,0.0,240000.0,False
ARRIENDODEPARTAMENTO1HAB1BALAFLORIDA,LaFlorida,38.0,1.0,1.0,1.0,350000.0,False
HERMOSODEPARTAMENTO1DORM2BAÑOS,Santiago,41.0,1.0,2.0,0.0,320000.0,False
BELLODEPTO.ARRIENDOENMETROCIUDADDELNIÑO,SanMiguel,60.0,2.0,2.0,0.0,400000.0,False
"Depto,Zañartu2460esquinaPedrodeValdivia",Ñuñoa,40.0,1.0,1.0,0.0,450000.0,False
ECOSOLARII-SANTAELENA840-1D1B+BODEGA,Santiago,34.0,1.0,1.0,0.0,345000.0,False
Departamento2D1BcercademetroÑUBLE,SanJoaquín,52.0,2.0,1.0,0.0,370000.0,False
Ampliodepartamento2b2ddirectodueñoSANTAANA,Santiago,50.0,2.0,2.0,0.0,370000.0,False
Arriendodepto.Av.VicuñaMackenna(92660),LaFlorida,52.0,2.0,2.0,1.0,510000.0,True
Searriendadepartamento(85049),QuintaNormal,65.0,3.0,1.0,0.0,450000.0,True
CategoríaHotelenLaFlorida(83590),LaFlorida,52.0,2.0,2.0,0.0,450000.0,True
DepartamentoDPTO,LaFlorida,35.0,1.0,1.0,0.0,360000.0,False
EstupendoDepartamentoLyon/Bustos(98148),Providencia,35.0,1.0,1.0,1.0,700000.0,True
ArriendoDepto.2D/2B-Santiago,Santiago,50.0,2.0,2.0,0.0,390000.0,False
DEPARTAMENTOHiperAsia,Santiago,35.0,1.0,1.0,0.0,410000.0,False
ARRIENDODEPTO2D/1B/1BENINDEPENDENCIA(98782),Independencia,52.0,2.0,1.0,0.0,310000.0,True
Dpto1dormitorioconestac.MetroStaLucia(84567),Santiago,35.0,1.0,1.0,0.0,350000.0,True
ArriendoDepto.2D/2B+Est-Santiago,Santiago,43.0,2.0,2.0,1.0,385000.0,False
DEPARTAMENTOmiradorazul,LaFlorida,44.0,1.0,1.0,0.0,550000.0,False
DEPARTAMENTOCallao//ElGolf//Apoquindo,LasCondes,50.0,1.0,1.0,0.0,1214704.0,False
DEPARTAMENTODiegoPortalesconNonataCoo,LaFlorida,50.0,2.0,2.0,0.0,400000.0,False
"DEPARTAMENTO2dormitorios,2baños,METROPRINCIPEDEGALES",LaReina,89.0,2.0,2.0,0.0,862048.0,False
Enarriendodpto.de1d+1bensantiagocentro,Santiago,34.0,1.0,1.0,0.0,300000.0,False
"Arriendodpto.,cómodoapasosdelmetro",EstaciónCentral,43.0,2.0,1.0,0.0,350000.0,False
Searriendodeptode2dormitorios1bañoconEstyBodega,Santiago,52.0,2.0,1.0,1.0,440000.0,True
"ARRIENDO1DORMITORIO,1BAÑO,YBODEGA",SanMiguel,38.0,1.0,1.0,1.0,330000.0,False
DepartamentoenMorandé,Santiago,33.0,1.0,1.0,0.0,310000.0,False
DEPARTAMENTObelisarioprats1850,Independencia,42.0,1.0,1.0,0.0,340000.0,False
HermosodeptoamobladometroLasrejas1dormitorio,EstaciónCentral,35.0,1.0,1.0,0.0,350000.0,True
DepartamentoenConstantino,EstaciónCentral,28.0,1.0,1.0,0.0,230000.0,False
AEstrenar/IglesiaSacramentinos(91914),Santiago,35.0,1.0,1.0,1.0,420000.0,True
"SantoDomingo,Impecable-BellasArtes(81932)",Santiago,35.0,1.0,1.0,0.0,280000.0,True
Depto1dorm1baño/Salidademetro(56912),EstaciónCentral,35.0,1.0,1.0,0.0,240000.0,True
"Dpto1Dorm,SanIsidro635,MetroParqueAlmagro",Santiago,35.0,1.0,1.0,0.0,270000.0,False
ArriendoDeptoJ.M.InfanteProvidencia(98834),Providencia,65.0,3.0,2.0,1.0,1100000.0,True
DepartamentoAV.RECOLETA1259,Recoleta,82.0,3.0,2.0,0.0,697000.0,False
Amplitudyeleganciaconvistaalclubdegolf,LasCondes,220.0,3.0,4.0,1.0,3291456.0,False
DEPARTAMENTOMartinezdeRozas4449,QuintaNormal,56.0,3.0,1.0,0.0,450000.0,False
DEPARTAMENTOEliecerParada1200,Ñuñoa,79.0,2.0,2.0,0.0,800000.0,False
SearriendahermosodepartamentoenSantiagoCentro1Dy1B,Santiago,35.0,1.0,1.0,0.0,300000.0,True
DepartamentoPUENTEALTO,PuenteAlto,62.0,2.0,2.0,0.0,500000.0,False
DepartamentoLIBERTAD1161,Santiago,50.0,2.0,1.0,0.0,360000.0,False
DEPARTAMENTORosas1339SantiagoCentro,Santiago,52.0,2.0,1.0,0.0,500000.0,True
DepartamentoenAvenidaPadreAlbertoHurtado,EstaciónCentral,29.0,1.0,1.0,0.0,150000.0,False
DISPONIBILIDADINMEDIATA(98318),Santiago,52.0,2.0,2.0,0.0,438000.0,True
GRANUBICACIÓNYVISTA1DORMITORIO(98741),SanMiguel,35.0,1.0,1.0,0.0,330000.0,True
DEPARTAMENTOAvenidaGracias/MallPortalÑuñoa,Ñuñoa,60.0,2.0,2.0,0.0,620000.0,False
DepartamentoAPASOSDEMETROMONSEÑOREYZAGUIRRE,Ñuñoa,71.0,2.0,2.0,0.0,690000.0,False
Departamentoenarriendo-recoleta,Recoleta,45.0,2.0,1.0,0.0,460000.0,False
DEPARTAMENTOCandelariaGoyenechea//Vitacura//Vespucio,Vitacura,162.0,4.0,3.0,0.0,1920016.0,False
Arriendoacogedordepto1dormmetroñuble,Santiago,30.0,1.0,1.0,0.0,310000.0,False
DEPARTAMENTOAv.IrarrazavalconJuanEnriqueConcha,Ñuñoa,33.0,1.0,1.0,0.0,450000.0,False
DepartamentoDEPARTAMENTOENARRIENDOHERNANDODEMAGALLANES,LasCondes,88.0,2.0,2.0,0.0,1018784.0,False
DEPARTAMENTOPadreAlbertoHurtadoconAlameda,EstaciónCentral,37.0,1.0,1.0,0.0,220000.0,False
Arriendoespectaculardeptoenprovidencia1d1b,Providencia,65.0,1.0,1.0,0.0,780000.0,False
Departamentoenarriendoapasosdelmetrolastor,Macul,55.0,2.0,2.0,0.0,415000.0,False
DEPARTAMENTOCaminoLaFuente,LasCondes,400.0,3.0,4.0,0.0,3918400.0,False
DepartamentoenElMolino,Independencia,44.0,3.0,1.0,0.0,400000.0,False
ARRIENDODEPARTAMENTONUEVOENQUINTANORMAL,QuintaNormal,48.0,3.0,1.0,0.0,375000.0,False
"DEPARTAMENTORAMONCRUZ2137,METROLOSPRESIDENTES",Macul,54.0,2.0,2.0,1.0,460000.0,False
"DEPARTAMENTO1D,1B,CERCAMETROUNIVERSIDADDESANTIAGO",EstaciónCentral,35.0,1.0,1.0,0.0,300000.0,False
ArriendoEstudio1ambientemetroMoneda,Santiago,22.0,1.0,1.0,0.0,300000.0,False
Prueba-¡DEPARTAMENTOENSANTIAGOAPASOSDELMET,Santiago,75.0,2.0,2.0,1.0,500000.0,False
Arriendodepartamentode1D+1BenSanAlbertoHurtado(EstaciónCentral),EstaciónCentral,35.0,1.0,1.0,0.0,270000.0,True
Ampliodptoenprovidencia,Providencia,79.0,1.0,2.0,0.0,750000.0,False
DEPARTAMENTOSantaVictoriaconPortugal,Santiago,34.0,1.0,1.0,0.0,300000.0,False
DEPARTAMENTOEstaciónMetroSanAlbertoHurtado,EstaciónCentral,37.0,1.0,1.0,0.0,150000.0,False
Promociónpor3mesesen$440.000,Macul,54.0,2.0,2.0,1.0,440000.0,False
"DEPARTAMENTOCoronelRobles1140,QuintaNormal.",QuintaNormal,43.0,1.0,1.0,0.0,341000.0,False
"DEPARTAMENTOCoronelRobles1140,Quintanormal",QuintaNormal,48.0,2.0,1.0,0.0,371000.0,False
Tuhogarsoñadoenñuñoa:¡visítalohoy!,Ñuñoa,40.0,1.0,1.0,0.0,480000.0,False
DEPARTAMENTONICASIORETAMALES115ORIENTE,EstaciónCentral,27.0,1.0,1.0,0.0,210000.0,False
DepartamentoCoronelAlvarado2505,Independencia,43.0,2.0,1.0,0.0,375000.0,False
DEPARTAMENTOSANTAMARIA,Recoleta,90.0,3.0,2.0,0.0,800000.0,False
DEPARTAMENTOALONSODECORDOVA,LasCondes,84.0,1.0,1.0,0.0,750000.0,False
DEPARTAMENTOManuelTocornal624,Santiago,33.0,1.0,1.0,0.0,310000.0,False
ArriendoaEstrenar2dormitorios2baño+E+B,SanMiguel,55.0,2.0,2.0,1.0,430000.0,False
"DepartamentoARRIENDODEPARTAMENTOENRECOLETA,METROCEMENTERIOS",Recoleta,25.0,2.0,2.0,0.0,413000.0,False
Departamento2DormitoriosmetroÑuble(Dueña),Santiago,52.0,2.0,1.0,0.0,390000.0,True
"Oportunidadampliodepartamento3d,2b+estacionamiento",Recoleta,75.0,3.0,2.0,1.0,620000.0,False
Lindodepartamentoconestacionamiento.CalleMonumentocomunadeMaipú,Maipú,60.0,2.0,2.0,1.0,450000.0,False
¡OportunidadArriendoenQuintaNormal!(97060),QuintaNormal,65.0,3.0,1.0,0.0,175000.0,True
Catedral.MetroGrutadeLourdes,QuintaNormal,35.0,1.0,1.0,0.0,260000.0,True
DEPARTAMENTONicasioRetamales048,EstaciónCentral,35.0,1.0,1.0,0.0,265000.0,True
DEPARTAMENTOGeneralMackenna/ManuelRodriguez,Santiago,38.0,1.0,1.0,0.0,380000.0,False
DEPARTAMENTOCoronelSouper4250,EstaciónCentral,38.0,1.0,1.0,0.0,285300.0,False
DepartamentoARRIENDADEPARTAMENTO1D+1BAPASOSMETROUNIV.DECHILE,Santiago,35.0,1.0,1.0,0.0,230000.0,False
DepartamentoPUENTENUEVO,LoBarnechea,177.0,3.0,3.0,0.0,2154124.0,False
DepartamentoSECTORESPOZ,Vitacura,90.0,2.0,2.0,0.0,1684912.0,False
ArriendoLaFlorida,LaFlorida,65.0,3.0,2.0,0.0,480000.0,True
"1Dormitorio1Baño,SubsidioAdultoMayor",SanMiguel,30.0,1.0,1.0,0.0,300000.0,False
DepartamentoELEUTERIORAMÍREZCONSANFRANCISCO,Santiago,35.0,1.0,1.0,0.0,300000.0,False
Depto1Dorm1BañoTerrazaM.PlazadeArmasL540Mts2enStgoCentro,Santiago,40.0,1.0,1.0,0.0,280000.0,False
DEPARTAMENTOOportunidad//VistaDespejada//Luminoso,LoBarnechea,185.0,3.0,3.0,0.0,2194304.0,False
DepartamentoLASTRANQUERAS,LasCondes,56.0,2.0,2.0,0.0,850000.0,False
DepartamentoenplenoBarrioRepública(RepúblicaconToesca),Santiago,50.0,2.0,1.0,0.0,370000.0,False
DepartamentoenSantiago,Santiago,51.0,3.0,1.0,0.0,500000.0,False
"DPTO.ENOFERTAYSINCOBRODECOMISIÓN,ESTACIONCENTRAL",EstaciónCentral,29.0,1.0,1.0,0.0,150000.0,False
FABULODEPTOENARRIENDO,LaCisterna,50.0,2.0,1.0,0.0,430000.0,False
DepartamentoPEDRODEVALDIVIA/METROINÉSDESUAREZ,Providencia,35.0,1.0,1.0,0.0,460000.0,False
DepartamentoenJuandeBarros,QuintaNormal,65.0,3.0,1.0,1.0,420000.0,False
DepartamentoDEPARTAMENTOSNUEVOSENARRIENDOCON1DORMITORIOLAFLORIDA,LaFlorida,39.0,1.0,1.0,0.0,360000.0,False
A3CUADRASDELMETROIRARRAZABAL,Santiago,34.0,1.0,1.0,0.0,310000.0,False
Arriendodepto1dormPatioMetroQ.Normal(92787),Santiago,35.0,1.0,1.0,0.0,280000.0,True
DEPARTAMENTOParqueAlmagro,Santiago,40.0,2.0,1.0,0.0,430000.0,False
Seminuevoseguridadprivacidad2est+2terrazas,LoBarnechea,155.0,4.0,4.0,2.0,2200000.0,False
DEPARTAMENTOMetroPlazaChacabuco,Independencia,80.0,3.0,2.0,0.0,450000.0,False
ARRIQNDPDEPTOLASCONDES(93914),LasCondes,65.0,3.0,4.0,2.0,2155120.0,True
"Dp.2dor,Estac.cercanoametros-RECOLETA(99289)",Recoleta,52.0,2.0,2.0,1.0,600000.0,True
¡Arriendatunuevohogarasolo5minutosdelMetr,QuintaNormal,37.0,1.0,1.0,0.0,300000.0,False
DEPARTAMENTOGuillermoMann1751,Ñuñoa,35.0,1.0,1.0,0.0,440000.0,True
Arriendo2D+2B+EstExcelenteestadoIndependencia,Independencia,46.0,2.0,2.0,1.0,370000.0,False
"MaravillosoDepartamentonuevo,MetroAgrícola",SanJoaquín,40.0,1.0,1.0,0.0,350000.0,False
Arriendodepartamentounambiente,Santiago,24.0,1.0,1.0,0.0,260000.0,False
"DepartamentoARRIENDODEPARTAMENTO,SANISIDRO,SANTIAGO",Santiago,38.0,1.0,1.0,0.0,261660.0,False
DEPARTAMENTOPlazadeArmas,Santiago,126.0,3.0,2.0,0.0,650000.0,False
Departamentometrosantalucia2d/1dconestac.,Santiago,48.0,2.0,1.0,1.0,350000.0,False
2d+2b+bodega.santaisabel/sanisidro,Santiago,47.0,2.0,2.0,0.0,380000.0,False
DEPARTAMENTOEleuterioRamirez-Serrano,Santiago,52.0,3.0,1.0,0.0,480000.0,False
DEPARTAMENTOMetroEcuador,EstaciónCentral,40.0,2.0,1.0,0.0,370000.0,False
"DEPARTAMENTOGranAvenida6321,SanMiguel.",SanMiguel,41.0,2.0,1.0,0.0,360000.0,False
GGCCYESTACIONAMIENTOINCLUIDOSARRIENDO3D1B1E-,SanBernardo,50.0,3.0,1.0,1.0,400000.0,False
"EXCELENTEOPORTUNIDADDEDEJARDEPAGARARRIENDO,",Quilicura,56.0,2.0,2.0,0.0,430000.0,False
MetroLaCisterna-PadreHurtado,LaCisterna,47.0,2.0,1.0,0.0,360000.0,False
"DEPARTAMENTOAvenidaMatta/Zenteno/MetroParqueO""Higgins",Santiago,39.0,1.0,1.0,0.0,295000.0,False
ArriendoDepto1D/1B/Bodega/BarrioItalia(96864),Ñuñoa,35.0,1.0,1.0,0.0,430000.0,True
DEPARTAMENTOSilvinaHurtado,Providencia,60.0,2.0,2.0,0.0,1100000.0,False
DEPARTAMENTOCarmen/MetroMatta/SantiagoCentro,Santiago,55.0,2.0,2.0,0.0,440000.0,False
DepartamentoCARMENMENA,SanMiguel,48.0,2.0,2.0,0.0,420000.0,False
OPORTUNIDADDEARRIENDOPRECIOINSUPERABLE,Santiago,70.0,3.0,2.0,1.0,585000.0,False
ARRIENDODEPARTAMENTO2HAB2BAINDEPENDENCIA,Independencia,50.0,2.0,2.0,1.0,350000.0,False
DepartamentoMETROECUADOR,EstaciónCentral,35.0,1.0,1.0,0.0,220000.0,False
"DEPTOENLAFLORIDAGASTOCOMUNINCLUIDO,ESTACIONAMIENTOYBODEGA",PuenteAlto,80.0,2.0,2.0,1.0,560000.0,False
SEARRIENDADEPTONUEVODE2D1BCERCANOAMETROLOOVALLE,LaCisterna,48.0,2.0,1.0,0.0,360000.0,False
ARRIENDODEPTONUEVODE2D1BMASESTMETROELPARRÓN,LaCisterna,40.0,2.0,1.0,1.0,385000.0,False
DEPARTAMENTOLosMilitaresconManquehue,LasCondes,150.0,3.0,3.0,0.0,2700000.0,False
DepartamentoAVENIDAPERÚ880,Recoleta,77.0,3.0,2.0,0.0,576000.0,False
DEPARTAMENTOServicioderegistrociviloficinaMacul,Macul,50.0,2.0,1.0,0.0,460000.0,False
DEPARTAMENTOLordCochrane/Tarapaca,Santiago,59.0,3.0,2.0,0.0,570000.0,False
DEPARTAMENTORepublicadeCuba-Av.EliecerParada,Providencia,109.0,3.0,3.0,0.0,1700000.0,False
"Piso2d,2b,1ey1benexcelenteubicación",SanMiguel,62.0,2.0,2.0,1.0,595000.0,False
"DEPARTAMENTOLuminosodepartamentocasinuevo1dormitorio,1bañoybodega.Irarrázaval.MetroPlazaEgaña",Ñuñoa,38.0,1.0,1.0,0.0,490000.0,False
"DEPARTAMENTOAvenidaEscuelaAgricola1710,metroescuelaagricola",Macul,45.0,2.0,1.0,0.0,440000.0,False
"StgoCentro,MetroMattaH.SanBorja1dorm1bañobodega",Santiago,34.0,1.0,1.0,0.0,268000.0,False
DepartamentoRECOLETA,Recoleta,58.0,3.0,1.0,0.0,470000.0,False
Departamento3D2BcercanometroBellasArtes,Santiago,72.0,3.0,2.0,0.0,560000.0,False
Arriendomínimo2nochesdepartamentocompleto,Santiago,35.0,1.0,1.0,1.0,35000.0,False
Depto2Dormy2BañosMetroSantaLucia,Santiago,55.0,2.0,2.0,0.0,400000.0,False
Deptoconestacionamientoybg,Providencia,65.0,2.0,2.0,1.0,800000.0,False
Santiagocentrosearriendadepartamento,Santiago,38.0,2.0,1.0,0.0,400000.0,False
DepartamentoTrinidadRamírez654,LaCisterna,44.0,2.0,2.0,0.0,318000.0,False
DEPARTAMENTOMetroIrarrazabal,Santiago,56.0,2.0,2.0,0.0,460000.0,False
BajosGCDeptoDrJohowÑuñoa,Ñuñoa,65.0,3.0,2.0,1.0,670000.0,True
DEPARTAMENTOREMODELADOCONESTACIONAMIENTOYBODEGA,Santiago,50.0,2.0,1.0,1.0,360000.0,False
Depto1D/1BMetroHospitales.Independencia,Independencia,32.0,1.0,1.0,0.0,270000.0,False
DepartamentoDEPARTAMENTOENARRIENDODE3DORM.1BAÑOENLACISTERNA,LaCisterna,44.0,3.0,1.0,0.0,360000.0,False
DepartamentoenSantaAna,LaGranja,52.0,3.0,2.0,1.0,490000.0,False
DepartamentoVITACURACONLUISPASTEUR,Vitacura,145.0,3.0,3.0,0.0,2194304.0,False
ARRENDAMIENTODEPTO.SANTIAGOCENTRO(90005),Santiago,65.0,3.0,2.0,0.0,330000.0,True
"DPTO.2DOR.METROPARQUEO,HIGGINS(63927)",Santiago,52.0,2.0,1.0,0.0,350000.0,True
CercaMallPortalLaDehesa(83992),LoBarnechea,65.0,3.0,2.0,2.0,2194304.0,True
"Excelentevista,conopciónaestacionamiento",LaCisterna,75.0,3.0,2.0,1.0,470000.0,False
Searriendadepartamentonuevo3d2b,LaCisterna,63.0,3.0,2.0,1.0,470000.0,False
DEPARTAMENTOACClinicaAlemanaLaDehesaTheNewlandSchool,LoBarnechea,167.0,3.0,3.0,0.0,2351040.0,False
DEPARTAMENTOCercanoametroSanAlbertoHurtadoDepto1D1B,EstaciónCentral,37.0,1.0,1.0,0.0,200000.0,False
DEPARTAMENTOEleuterioRamírez/LordCochrane,Santiago,30.0,1.0,1.0,0.0,260000.0,False
DepartamentoenSanIgnaciodeLoyola,Santiago,36.0,2.0,1.0,1.0,380000.0,False
METRONUBLE/DEPARTAMENTOMARIPOSA,Santiago,58.0,2.0,2.0,1.0,470000.0,False
"DPTO.1D1B+EST+BOD,FRENTEAESPACIOURBANOGRANAV.",SanMiguel,34.0,1.0,1.0,0.0,390000.0,False
SearriendadepartamentoenMaipú,Maipú,45.0,2.0,1.0,0.0,380000.0,False
DepartamentoenAvenidaSantaRosa,Santiago,54.0,2.0,2.0,1.0,480000.0,False
carmen-piso18,Santiago,52.0,2.0,2.0,1.0,480000.0,True
DepartamentoenAvenidaDiegoPortales,LaFlorida,54.0,3.0,2.0,1.0,450000.0,False
MetroLasTorres2D+2BenSuiteMariposaGranTerraza,Macul,60.0,2.0,2.0,0.0,450000.0,False
Searriendadepartamentomariposaamoblado(94381),Ñuñoa,52.0,2.0,2.0,1.0,680000.0,True
DEPARTAMENTOMetroSantaAna,Santiago,35.0,1.0,1.0,0.0,274288.0,False
A2CUADRASDEESTACIONMETROIRARRAZAVAL,Santiago,34.0,2.0,1.0,1.0,280000.0,False
DepartamentoTERESAVIAL1446,SanMiguel,48.0,2.0,2.0,0.0,450000.0,False
Searriendadptode2dormitorios2bañosenSantiagoCentro,Santiago,52.0,2.0,2.0,0.0,390000.0,True
"DEPARTAMENTOEmiliaTellezconCoventry,FeriaEmiliaTellez.HermosaVista",Ñuñoa,68.0,2.0,2.0,0.0,800000.0,False
DepartamentoSIMÓNBOLÍVAR,Ñuñoa,100.0,8.0,2.0,0.0,1800000.0,False
DEPARTAMENTOAmunategui810,Santiago,61.0,2.0,2.0,0.0,350000.0,False
Departamento1dormitorio,Santiago,35.0,1.0,1.0,0.0,230000.0,True
SEARRIENDADEPARTAMENTO3DORMITORIOSESTACIONAMIENTOYBOD,Santiago,70.0,3.0,2.0,1.0,700000.0,False
Dpto2D/1BMetroAlbertoHurtado,EstaciónCentral,52.0,2.0,2.0,0.0,320000.0,True
Disponibilidadinmediata!(96209),Macul,65.0,3.0,2.0,1.0,650000.0,True
Lindodepto1D-1B-EstyBodapasosdelMetro(93922),Santiago,35.0,1.0,1.0,1.0,350000.0,True
DepartamentoNUEVODPTOENARRIENDODE2DORM-2BAÑOENLAREINA,LaReina,90.0,2.0,2.0,0.0,815000.0,False
Dpto.enLaFlorida.1D+1B.CercanoaMallPlazaVesp.yMetro.,LaFlorida,30.0,1.0,1.0,0.0,280000.0,False
SEARRIENDADEPARTAMENTODE1D1BMASESTACIONAMIENTOMETROMACUL,Macul,40.0,1.0,1.0,1.0,420000.0,False
DEPARTAMENTOMarchantPereira/SivinaHurtado,Providencia,72.0,2.0,2.0,0.0,800000.0,False
Imperdible2d+1b,QuintaNormal,40.0,2.0,1.0,0.0,280000.0,False
Dptoamobladoenelgolf,LasCondes,145.0,3.0,3.0,2.0,2351040.0,False
Vivecómodoyconectadoenelcorazóndelaciudad,Santiago,31.0,1.0,1.0,0.0,360000.0,False
Searriendodeptogastocomunincluido,LaCisterna,29.0,1.0,1.0,0.0,380000.0,False
"""¡viveenñuñoa!departamento4d,2b+terraza""",Ñuñoa,114.0,4.0,2.0,2.0,1200000.0,False
PROMOCIÓNDOSPRIMEROSMESESARRIENDOAMPLIOESTUDIO,Santiago,28.0,1.0,1.0,0.0,285000.0,False
DepartamentoTipoMariposaSantiagoCentro,Santiago,50.0,2.0,2.0,0.0,480000.0,False
DepartamentoenBrionesLuco,LaCisterna,57.0,3.0,1.0,1.0,550000.0,False
Departamento2dormitorios2baños(89446),SanMiguel,52.0,2.0,2.0,1.0,400000.0,True
DeptoundormitorioMetroStaLucía(86204),Santiago,35.0,1.0,1.0,0.0,300000.0,True
COMODODPTOAVECUADOR2D-2B-B(97290),EstaciónCentral,52.0,2.0,2.0,0.0,350000.0,True
SearriendadepartamentoBrasil875(99171),Santiago,35.0,1.0,1.0,0.0,310000.0,True
DepartamentoDEPARTAMENTOAMOBLADOENARRIENDOELGOLF,LasCondes,110.0,2.0,2.0,0.0,1645728.0,False
DEPARTAMENTOCondedelMaule4236,EstaciónCentral,35.0,1.0,1.0,0.0,330000.0,True
DEPARTAMENTOMapocho3549,QuintaNormal,44.0,2.0,1.0,0.0,375003.0,False
DEPARTAMENTOPrincipedeGales,LaReina,78.0,2.0,2.0,0.0,862048.0,False
Arriendamodernodepartamento2d/2b-sanmiguel,SanMiguel,52.0,2.0,2.0,0.0,430000.0,False
"Arriendoespectaculardepto1d1b,providencia",Providencia,66.0,1.0,1.0,0.0,850000.0,False
DEPARTAMENTOMetroCerroBlanco,Recoleta,43.0,1.0,1.0,0.0,290000.0,False
"DEPARTAMENTOIndependencia560,independencia",Independencia,28.0,1.0,1.0,0.0,259000.0,False
DEPARTAMENTOBelisarioPrat,Independencia,90.0,2.0,1.0,0.0,525000.0,False
ENARRIENDODEPTONUEVO2D2B-METROLASREJAS,EstaciónCentral,52.0,2.0,2.0,0.0,370000.0,False
Departamento2D2Bcocinaindependienteybalcón,EstaciónCentral,60.0,2.0,2.0,0.0,410000.0,False
DepartamentoMETROIRARRÁZAVAL,Ñuñoa,40.0,1.0,1.0,0.0,520000.0,False
"Seminuevo,Lagunadelapirámide(97504)",Huechuraba,65.0,3.0,2.0,2.0,1100000.0,True
DEPARTAMENTOLordCochraneconEyzaguirre,Santiago,30.0,1.0,1.0,0.0,300000.0,False
DEPARTAMENTOAvenidaSantaMaría,Recoleta,54.0,2.0,1.0,0.0,450000.0,False
DEPARTAMENTODiagonalParaguayconPortugal,Santiago,42.0,1.0,1.0,0.0,380000.0,False
Departamento3d/1bremodelado–granconectividad,LaCisterna,45.0,3.0,1.0,0.0,295000.0,False
Cómododepartamentodeensueño3d+2b,Santiago,76.0,3.0,2.0,0.0,590000.0,False
"DEPARTAMENTOAv.VicuñaMackenna1432,nunoa.",Ñuñoa,52.0,2.0,2.0,0.0,500000.0,False
DEPARTAMENTOAvenidaMaculconAméricoVespucio,Macul,60.0,2.0,2.0,0.0,520000.0,False
